date,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity
2023-07-17,15,17,6,2,55,40,95,3274979
2023-07-18,21,13,5,2,67,41,108,3257904
2023-07-19,18,20,5,5,65,48,113,3812599
2023-07-20,20,18,4,3,72,45,117,3842999
2023-07-21,14,14,7,0,64,35,99,1913845
2023-07-22,14,19,3,3,63,39,102,2487431
2023-07-23,24,10,4,3,53,41,94,2464240
2023-07-24,9,15,2,0,61,26,87,3623330
2023-07-25,21,12,4,3,59,40,99,2944864
2023-07-26,16,18,7,2,68,43,111,2825418
2023-07-27,19,10,3,4,53,36,89,2786100
2023-07-28,17,17,5,1,71,40,111,3454499
2023-07-29,16,14,4,3,60,37,97,2436926
2023-07-30,15,21,7,6,68,49,117,2509566
2023-07-31,18,20,3,0,71,41,112,3425106
2023-08-01,21,15,3,1,78,40,118,3280165
2023-08-02,15,17,3,3,75,38,113,3037884
2023-08-03,26,17,5,2,56,50,106,3373955
2023-08-04,18,13,1,3,62,35,97,2442397
2023-08-05,22,13,6,3,57,44,101,2589557
2023-08-06,16,18,3,1,70,38,108,3307743
2023-08-07,18,24,2,0,61,44,105,2794972
2023-08-08,17,10,8,4,56,39,95,2659560
2023-08-09,16,27,3,1,60,47,107,3817634
2023-08-10,23,15,6,1,63,45,108,2607831
2023-08-11,22,12,8,0,63,42,105,2471598
2023-08-12,16,16,4,3,75,39,114,3515091
2023-08-13,18,22,8,3,65,51,116,3669977
2023-08-14,22,13,2,3,65,40,105,2656014
2023-08-15,20,16,6,2,46,44,90,2706928
2023-08-16,14,22,7,4,61,47,108,2304079
2023-08-17,17,11,1,0,70,29,99,3425977
2023-08-18,18,21,8,3,58,50,108,2691901
2023-08-19,16,15,6,5,65,42,107,3461431
2023-08-20,24,16,3,2,59,45,104,3458711
2023-08-21,25,13,6,6,74,50,124,3106498
2023-08-22,15,14,4,3,59,36,95,2552729
2023-08-23,20,21,2,6,59,49,108,3172634
2023-08-24,18,17,4,0,71,39,110,3936327
2023-08-25,22,20,6,1,50,49,99,1655228
2023-08-26,16,13,8,2,78,39,117,3393330
2023-08-27,19,19,5,1,46,44,90,1172026
2023-08-28,18,18,3,2,63,41,104,3438945
2023-08-29,21,11,3,1,72,36,108,2469524
2023-08-30,17,16,7,1,59,41,100,2978217
2023-08-31,16,18,6,1,58,41,99,2505682
2023-09-01,24,22,1,3,62,50,112,2837584
2023-09-02,16,24,4,1,47,45,92,3284754
2023-09-03,10,16,5,2,63,33,96,2506936
2023-09-04,11,18,5,1,69,35,104,3134180
2023-09-05,29,18,9,0,60,56,116,3046506
2023-09-06,17,13,8,1,70,39,109,3582165
2023-09-07,13,16,5,8,62,42,104,3161832
2023-09-08,19,14,4,0,64,37,101,2763609
2023-09-09,18,17,2,3,66,40,106,3467165
2023-09-10,18,13,3,1,66,35,101,2809307
2023-09-11,21,22,6,1,48,50,98,2379485
2023-09-12,15,21,6,1,48,43,91,2284434
2023-09-13,17,14,3,3,68,37,105,2835069
2023-09-14,22,15,4,4,76,45,121,4311001
2023-09-15,23,17,3,1,60,44,104,1966652
2023-09-16,18,15,4,5,60,42,102,2594221
2023-09-17,8,13,4,1,51,26,77,2402052
2023-09-18,14,19,3,4,64,40,104,2817843
2023-09-19,19,20,1,1,66,41,107,2743604
2023-09-20,21,15,5,1,59,42,101,3116738
2023-09-21,11,18,8,4,59,41,100,2051595
2023-09-22,23,17,1,2,87,43,130,3481358
2023-09-23,10,19,5,2,53,36,89,2116044
2023-09-24,23,23,2,2,59,50,109,1989895
2023-09-25,18,18,4,2,65,42,107,3032748
2023-09-26,14,15,8,3,62,40,102,3466968
2023-09-27,16,18,5,5,63,44,107,3011148
2023-09-28,20,15,5,2,72,42,114,2529794
2023-09-29,15,16,7,3,68,41,109,2717727
2023-09-30,17,23,11,4,66,55,121,3761411
2023-10-01,19,20,4,2,62,45,107,2514787
2023-10-02,20,16,6,5,67,47,114,3795711
2023-10-03,18,15,6,1,68,40,108,3046925
2023-10-04,18,19,6,4,66,47,113,3174739
2023-10-05,20,13,5,3,62,41,103,2121118
2023-10-06,12,13,8,3,72,36,108,3870660
2023-10-07,17,13,9,1,44,40,84,1930562
2023-10-08,13,13,4,5,73,35,108,3333004
2023-10-09,17,18,4,1,65,40,105,3054547
2023-10-10,17,16,4,3,76,40,116,4039480
2023-10-11,14,14,5,4,56,37,93,2519862
2023-10-12,18,25,6,2,79,51,130,3119989
2023-10-13,26,12,11,4,64,53,117,2563770
2023-10-14,20,11,9,3,59,43,102,3103372
2023-10-15,14,15,3,3,60,35,95,2780722
2023-10-16,20,25,0,0,52,45,97,2885763
2023-10-17,15,15,3,2,60,35,95,1999176
2023-10-18,13,15,5,3,63,36,99,3814997
2023-10-19,18,17,7,1,58,43,101,2764879
2023-10-20,22,16,2,1,68,41,109,2638377
2023-10-21,9,20,7,2,55,38,93,2675361
2023-10-22,17,18,5,3,43,43,86,2269488
2023-10-23,14,15,5,1,55,35,90,1709334
2023-10-24,19,12,4,3,61,38,99,2821778
2023-10-25,21,14,5,5,59,45,104,2526051
2023-10-26,13,8,5,1,67,27,94,2924521
2023-10-27,13,22,4,4,50,43,93,2350502
2023-10-28,10,16,3,4,40,33,73,2156667
2023-10-29,19,18,10,1,66,48,114,3530278
2023-10-30,15,23,3,2,72,43,115,2942253
2023-10-31,15,18,2,2,56,37,93,3101809
2023-11-01,15,9,4,2,57,30,87,2297148
2023-11-02,16,12,6,2,64,36,100,2436133
2023-11-03,12,12,6,2,70,32,102,3565745
2023-11-04,12,16,6,0,35,34,69,2100076
2023-11-05,7,12,4,1,41,24,65,1297382
2023-11-06,10,10,3,3,50,26,76,2457298
2023-11-07,14,12,4,3,27,33,60,1038926
2023-11-08,6,14,5,1,39,26,65,2035074
2023-11-09,18,15,7,3,57,43,100,2666357
2023-11-10,18,19,3,3,54,43,97,3096462
2023-11-11,11,17,4,2,69,34,103,3258746
2023-11-12,15,17,7,3,68,42,110,2845653
2023-11-13,15,18,6,3,64,42,106,2540840
2023-11-14,16,12,1,3,55,32,87,3172710
2023-11-15,14,20,3,2,57,39,96,1502045
2023-11-16,15,14,2,3,34,34,68,2382202
2023-11-17,17,17,1,2,48,37,85,2161365
2023-11-18,14,12,7,0,61,33,94,2548866
2023-11-19,14,24,6,5,47,49,96,2013573
2023-11-20,12,18,1,1,63,32,95,1923523
2023-11-21,16,11,3,5,53,35,88,2581061
2023-11-22,12,19,1,2,46,34,80,1213340
2023-11-23,19,16,5,3,52,43,95,1798717
2023-11-24,11,19,1,2,56,33,89,2401516
2023-11-25,13,11,4,0,45,28,73,1787196
2023-11-26,9,7,2,2,50,20,70,3012244
2023-11-27,12,13,4,2,57,31,88,3173543
2023-11-28,14,13,4,1,51,32,83,3186866
2023-11-29,21,19,2,3,45,45,90,2398118
2023-11-30,11,12,1,2,53,26,79,3281019
2023-12-01,12,13,2,4,46,31,77,1824505
2023-12-02,22,13,3,3,49,41,90,3128324
2023-12-03,10,20,5,1,60,36,96,3202455
2023-12-04,12,21,4,4,51,41,92,2542830
2023-12-05,16,9,6,4,61,35,96,3205496
2023-12-06,21,6,5,3,56,35,91,1990547
2023-12-07,15,20,2,3,51,40,91,3646083
2023-12-08,10,15,2,0,64,27,91,1725744
2023-12-09,16,13,7,0,57,36,93,3690439
2023-12-10,9,15,2,5,65,31,96,2033984
2023-12-11,21,8,3,1,56,33,89,2433655
2023-12-12,12,17,5,3,46,37,83,2029677
2023-12-13,22,17,6,3,53,48,101,2190534
2023-12-14,13,16,7,6,49,42,91,3393617
2023-12-15,13,14,2,1,62,30,92,3735908
2023-12-16,20,18,0,1,53,39,92,2550518
2023-12-17,11,11,3,4,60,29,89,3153419
2023-12-18,14,10,4,2,45,30,75,1951187
2023-12-19,16,17,3,5,67,41,108,2401431
2023-12-20,12,18,4,2,51,36,87,2314075
2023-12-21,15,19,3,3,64,40,104,3613860
2023-12-22,14,14,6,1,53,35,88,2377213
2023-12-23,8,12,1,5,59,26,85,2090755
2023-12-24,12,17,8,3,48,40,88,1989630
2023-12-25,13,17,8,1,58,39,97,2834557
2023-12-26,12,11,3,3,63,29,92,3394539
2023-12-27,17,14,1,2,50,34,84,1584887
2023-12-28,16,15,7,2,60,40,100,3148570
2023-12-29,19,14,6,3,65,42,107,2643457
2023-12-30,11,15,8,1,48,35,83,3160487
2023-12-31,15,9,1,0,49,25,74,2984590
2024-01-01,6,14,3,4,54,27,81,2970134
2024-01-02,10,15,3,3,55,31,86,2045498
2024-01-03,18,14,5,3,48,40,88,2842619
2024-01-04,14,21,5,4,59,44,103,2511834
2024-01-05,12,16,4,1,57,33,90,2772213
2024-01-06,14,14,1,3,54,32,86,2336352
2024-01-07,14,12,4,2,53,32,85,2791233
2024-01-08,8,15,4,3,50,30,80,2165527
2024-01-09,6,8,2,2,46,18,64,2241549
2024-01-10,20,16,4,4,53,44,97,2204135
2024-01-11,9,13,6,3,60,31,91,3705153
2024-01-12,14,14,7,3,57,38,95,2906317
2024-01-13,13,14,3,1,61,31,92,2769968
2024-01-14,14,14,7,3,56,38,94,2099491
2024-01-15,13,17,5,2,67,37,104,3925487
2024-01-16,14,13,2,4,60,33,93,3120216
2024-01-17,18,11,4,4,56,37,93,3008421
2024-01-18,13,16,3,1,50,33,83,2290239
2024-01-19,14,14,3,2,52,33,85,2288870
2024-01-20,18,21,3,3,52,45,97,1615197
2024-01-21,14,13,4,2,54,33,87,2249372
2024-01-22,15,14,4,6,53,39,92,3094890
2024-01-23,17,24,4,4,49,49,98,1975258
2024-01-24,15,10,6,5,59,36,95,2803321
2024-01-25,13,12,3,3,50,31,81,3322504
2024-01-26,14,11,5,3,64,33,97,1681426
2024-01-27,12,17,2,2,52,33,85,2961580
2024-01-28,19,17,10,4,53,50,103,2756718
2024-01-29,12,17,3,3,45,35,80,2362167
2024-01-30,12,8,4,3,45,27,72,2626454
2024-01-31,13,10,0,4,61,27,88,2679923
2024-02-01,18,14,4,3,61,39,100,3065904
2024-02-02,13,20,2,3,49,38,87,3534094
2024-02-03,21,18,3,1,51,43,94,2090863
2024-02-04,14,17,4,0,43,35,78,1852577
2024-02-05,10,13,2,2,50,27,77,2041664
2024-02-06,20,14,2,5,45,41,86,1760204
2024-02-07,21,18,4,3,65,46,111,2615648
2024-02-08,14,12,4,2,56,32,88,3119475
2024-02-09,21,16,3,3,51,43,94,1134678
2024-02-10,21,19,3,2,57,45,102,3181012
2024-02-11,12,16,6,3,58,37,95,3389006
2024-02-12,15,10,3,1,69,29,98,3192008
2024-02-13,14,14,5,3,46,36,82,2429413
2024-02-14,23,8,3,2,68,36,104,2931805
2024-02-15,18,20,3,4,65,45,110,2475129
2024-02-16,12,21,2,3,68,38,106,3248080
2024-02-17,13,13,3,0,59,29,88,2980493
2024-02-18,17,15,1,7,42,40,82,1869376
2024-02-19,15,7,5,3,52,30,82,3300481
2024-02-20,11,20,4,2,50,37,87,2543717
2024-02-21,13,17,4,2,56,36,92,3589256
2024-02-22,15,9,3,3,45,30,75,2751549
2024-02-23,22,17,4,2,54,45,99,2351307
2024-02-24,12,18,3,1,59,34,93,2491897
2024-02-25,20,16,3,3,61,42,103,3723729
2024-02-26,14,22,1,2,52,39,91,3057224
2024-02-27,17,14,3,3,56,37,93,2499125
2024-02-28,14,19,4,2,53,39,92,1969363
2024-02-29,20,15,3,0,51,38,89,1563571
2024-03-01,21,16,2,2,46,41,87,2676956
2024-03-02,12,13,5,4,40,34,74,1443621
2024-03-03,21,16,6,5,56,48,104,2900410
2024-03-04,13,12,4,2,77,31,108,3713377
2024-03-05,12,16,6,3,57,37,94,3154753
2024-03-06,13,12,3,5,40,33,73,2495408
2024-03-07,17,24,9,1,54,51,105,2387767
2024-03-08,17,17,7,2,77,43,120,3410393
2024-03-09,15,17,4,4,58,40,98,2405836
2024-03-10,17,11,7,0,53,35,88,3661767
2024-03-11,17,24,3,2,67,46,113,2964072
2024-03-12,15,16,7,5,66,43,109,3069277
2024-03-13,22,15,4,3,51,44,95,2625938
2024-03-14,19,22,6,3,72,50,122,3528258
2024-03-15,13,22,6,4,61,45,106,3265415
2024-03-16,24,18,5,1,75,48,123,3980130
2024-03-17,14,15,6,2,63,37,100,3138393
2024-03-18,22,19,4,2,63,47,110,2378423
2024-03-19,22,21,4,8,51,55,106,2534517
2024-03-20,20,21,4,5,73,50,123,4705850
2024-03-21,21,17,3,3,68,44,112,3000162
2024-03-22,19,20,3,1,61,43,104,2975249
2024-03-23,15,25,6,3,55,49,104,2754951
2024-03-24,14,14,5,0,52,33,85,1380528
2024-03-25,15,18,5,1,54,39,93,2963470
2024-03-26,20,11,4,4,53,39,92,1543567
2024-03-27,17,10,2,5,61,34,95,2892696
2024-03-28,16,14,5,1,50,36,86,2191147
2024-03-29,13,16,5,1,60,35,95,4343387
2024-03-30,18,17,6,1,57,42,99,3881477
2024-03-31,11,18,4,3,67,36,103,3424935
2024-04-01,20,15,4,3,59,42,101,2076451
2024-04-02,18,22,2,7,65,49,114,2629201
2024-04-03,21,24,6,2,58,53,111,3050575
2024-04-04,17,8,5,6,70,36,106,4020627
2024-04-05,17,18,10,5,57,50,107,2576477
2024-04-06,19,30,3,2,67,54,121,3858362
2024-04-07,20,16,4,1,59,41,100,2949651
2024-04-08,17,18,6,7,64,48,112,2220460
2024-04-09,16,15,9,2,68,42,110,2569655
2024-04-10,20,22,2,1,62,45,107,3523186
2024-04-11,13,12,5,5,60,35,95,2947392
2024-04-12,29,12,5,3,58,49,107,2419352
2024-04-13,14,24,6,1,74,45,119,3833119
2024-04-14,12,17,2,1,65,32,97,3677789
2024-04-15,7,22,5,6,54,40,94,2472961
2024-04-16,14,10,2,6,52,32,84,3141374
2024-04-17,11,13,3,2,49,29,78,1387549
2024-04-18,7,19,2,4,50,32,82,1875152
2024-04-19,19,18,2,1,72,40,112,4195703
2024-04-20,13,19,5,0,57,37,94,2802140
2024-04-21,20,14,3,1,73,38,111,3520453
2024-04-22,14,16,5,4,69,39,108,2467325
2024-04-23,19,20,3,2,62,44,106,3010048
2024-04-24,22,17,4,4,56,47,103,3449703
2024-04-25,20,13,3,3,52,39,91,3253413
2024-04-26,23,18,1,2,47,44,91,2241288
2024-04-27,19,13,0,2,71,34,105,2545325
2024-04-28,13,17,3,2,58,35,93,3293050
2024-04-29,15,21,2,3,50,41,91,1877068
2024-04-30,17,21,3,4,74,45,119,2695438
2024-05-01,18,16,3,4,62,41,103,3014141
2024-05-02,11,13,4,0,43,28,71,1647080
2024-05-03,21,15,2,2,53,40,93,2644486
2024-05-04,19,13,6,4,76,42,118,3363388
2024-05-05,20,15,2,2,65,39,104,4118037
2024-05-06,24,11,6,1,60,42,102,3349321
2024-05-07,14,15,5,3,67,37,104,3459178
2024-05-08,18,22,2,5,54,47,101,1279838
2024-05-09,13,20,9,1,59,43,102,2960929
2024-05-10,13,21,3,6,53,43,96,3834260
2024-05-11,19,17,9,5,70,50,120,3110870
2024-05-12,20,18,6,1,58,45,103,1681753
2024-05-13,21,24,3,3,74,51,125,5360275
2024-05-14,18,12,5,0,64,35,99,2779790
2024-05-15,20,18,5,5,64,48,112,2336359
2024-05-16,19,15,4,5,66,43,109,2019082
2024-05-17,17,24,3,1,55,45,100,2617575
2024-05-18,27,17,8,5,56,57,113,2339019
2024-05-19,16,22,1,3,66,42,108,3296621
2024-05-20,19,15,2,8,59,44,103,2880732
2024-05-21,13,14,5,2,64,34,98,3500004
2024-05-22,17,24,7,0,63,48,111,2751426
2024-05-23,21,14,4,2,68,41,109,3247726
2024-05-24,17,26,7,3,67,53,120,3529554
2024-05-25,17,15,5,3,66,40,106,2834301
2024-05-26,21,18,3,3,70,45,115,1738206
2024-05-27,17,16,6,2,62,41,103,4068847
2024-05-28,18,20,4,5,69,47,116,3395085
2024-05-29,17,18,9,5,59,49,108,2592058
2024-05-30,16,19,7,2,57,44,101,2298960
2024-05-31,10,16,8,5,57,39,96,2937321
2024-06-01,22,15,2,1,62,40,102,2949978
2024-06-02,15,16,4,1,81,36,117,3819433
2024-06-03,19,17,5,3,60,44,104,3305514
2024-06-04,20,12,5,4,61,41,102,2757464
2024-06-05,27,15,3,3,59,48,107,3718289
2024-06-06,26,21,9,7,57,63,120,2831533
2024-06-07,16,16,5,2,63,39,102,2162511
2024-06-08,14,13,3,3,66,33,99,3482432
2024-06-09,17,14,2,3,76,36,112,3005027
2024-06-10,21,20,5,1,65,47,112,2293467
2024-06-11,13,21,7,4,66,45,111,2416437
2024-06-12,23,18,6,9,58,56,114,2528388
2024-06-13,27,18,7,4,57,56,113,2530094
2024-06-14,13,19,3,5,58,40,98,3195143
2024-06-15,14,21,9,5,67,49,116,2856459
2024-06-16,15,17,5,1,54,38,92,3201074
2024-06-17,17,11,4,3,62,35,97,2789988
2024-06-18,23,13,6,5,52,47,99,2307061
2024-06-19,19,19,3,2,65,43,108,3484977
2024-06-20,13,23,2,4,61,42,103,2109837
2024-06-21,14,9,5,5,56,33,89,2484320
2024-06-22,18,21,5,3,54,47,101,2110371
2024-06-23,25,15,2,2,56,44,100,2462698
2024-06-24,14,27,3,3,65,47,112,3070777
2024-06-25,22,18,2,4,69,46,115,2945341
2024-06-26,15,20,3,3,57,41,98,2156287
2024-06-27,16,13,6,3,80,38,118,3004278
2024-06-28,13,9,8,4,53,34,87,3099738
2024-06-29,19,23,4,0,53,46,99,2223789
2024-06-30,16,14,5,2,62,37,99,3212570
2024-07-01,29,14,5,3,44,51,95,1833851
2024-07-02,23,23,4,5,76,55,131,3067529
2024-07-03,16,18,2,4,64,40,104,2795147
2024-07-04,15,11,8,2,72,36,108,2121006
2024-07-05,18,16,4,3,53,41,94,2406899
2024-07-06,21,14,5,5,59,45,104,3279610
2024-07-07,18,10,5,4,69,37,106,3524340
2024-07-08,25,11,4,1,65,41,106,2078512
2024-07-09,26,16,5,6,71,53,124,3953301
2024-07-10,15,9,5,5,59,34,93,2435847
2024-07-11,23,23,7,4,70,57,127,2983250
2024-07-12,20,12,6,2,59,40,99,2988283
2024-07-13,20,19,8,3,64,50,114,2945223
2024-07-14,18,13,6,2,69,39,108,3161056
2024-07-15,10,14,5,3,63,32,95,2560556
2024-07-16,19,11,6,6,64,42,106,2316692
2024-07-17,16,23,8,4,68,51,119,4240064
2024-07-18,18,12,8,3,55,41,96,2268837
2024-07-19,17,13,6,1,59,37,96,3248679
2024-07-20,19,14,2,2,59,37,96,1655505
2024-07-21,19,19,3,4,60,45,105,4034829
2024-07-22,15,14,7,0,53,36,89,1990716
2024-07-23,24,20,2,1,59,47,106,3543176
2024-07-24,17,12,3,3,62,35,97,2655814
2024-07-25,16,16,5,6,71,43,114,3806757
2024-07-26,16,8,7,5,44,36,80,2414648
2024-07-27,19,12,3,3,67,37,104,3003871
2024-07-28,20,19,4,2,57,45,102,2672859
2024-07-29,18,14,6,4,67,42,109,2901690
2024-07-30,16,22,3,4,46,45,91,2356111
2024-07-31,15,6,3,3,63,27,90,1678450
2024-08-01,21,20,8,6,50,55,105,2628665
2024-08-02,19,13,3,4,61,39,100,2335400
2024-08-03,20,19,5,4,64,48,112,3356709
2024-08-04,19,12,4,4,58,39,97,1970297
2024-08-05,20,17,5,2,56,44,100,1904556
2024-08-06,20,8,4,3,59,35,94,2852325
2024-08-07,15,16,3,4,59,38,97,3201996
2024-08-08,16,9,1,4,67,30,97,2948873
2024-08-09,11,21,5,2,58,39,97,3039807
2024-08-10,18,20,6,3,70,47,117,3402658
2024-08-11,21,19,2,2,54,44,98,2282031
2024-08-12,11,20,6,4,67,41,108,2779772
2024-08-13,14,8,8,6,57,36,93,3539626
2024-08-14,23,15,5,3,52,46,98,2141224
2024-08-15,13,5,3,3,49,24,73,2806548
2024-08-16,14,15,8,2,48,39,87,2500269
2024-08-17,11,12,2,1,46,26,72,3161159
2024-08-18,17,6,1,2,50,26,76,3210113
2024-08-19,17,21,7,1,53,46,99,2868686
2024-08-20,18,9,1,1,47,29,76,2539623
2024-08-21,18,19,5,3,53,45,98,2536932
2024-08-22,20,18,6,5,48,49,97,1984419
2024-08-23,25,17,8,6,50,56,106,2722342
2024-08-24,21,16,4,1,78,42,120,3008245
2024-08-25,16,18,5,4,58,43,101,2808312
2024-08-26,18,24,8,6,63,56,119,2728379
2024-08-27,23,11,3,3,75,40,115,2997932
2024-08-28,21,22,4,4,81,51,132,3872663
2024-08-29,18,18,2,3,66,41,107,1869403
2024-08-30,15,21,4,4,62,44,106,2890106
2024-08-31,13,12,5,1,58,31,89,2566342
2024-09-01,24,13,5,3,50,45,95,1963155
2024-09-02,18,18,3,4,55,43,98,2105800
2024-09-03,22,14,5,4,83,45,128,3801417
2024-09-04,14,21,3,6,74,44,118,3438014
2024-09-05,17,18,2,2,62,39,101,3055058
2024-09-06,29,14,4,4,60,51,111,3081267
2024-09-07,19,16,4,5,67,44,111,2272438
2024-09-08,19,22,1,2,51,44,95,1463154
2024-09-09,15,17,4,5,66,41,107,3179882
2024-09-10,19,18,8,4,67,49,116,3337270
2024-09-11,16,13,6,5,56,40,96,2506369
2024-09-12,18,23,3,1,66,45,111,2577820
2024-09-13,20,24,3,6,63,53,116,1755925
2024-09-14,24,16,6,3,67,49,116,3283090
2024-09-15,20,14,11,7,57,52,109,2191239
2024-09-16,17,17,7,1,55,42,97,3070749
2024-09-17,23,14,7,5,61,49,110,2237081
2024-09-18,18,20,8,2,73,48,121,4302220
2024-09-19,17,13,7,2,63,39,102,3505352
2024-09-20,24,14,3,5,56,46,102,1350703
2024-09-21,18,17,9,2,60,46,106,2443045
2024-09-22,25,19,6,5,62,55,117,3159199
2024-09-23,21,20,5,3,75,49,124,4446630
2024-09-24,14,16,5,7,63,42,105,2074486
2024-09-25,18,15,8,0,66,41,107,4265577
2024-09-26,16,17,5,4,56,42,98,1490436
2024-09-27,27,20,10,5,52,62,114,2711369
2024-09-28,27,20,4,3,68,54,122,2246165
2024-09-29,18,17,3,0,53,38,91,2764126
2024-09-30,22,10,5,0,48,37,85,3198291
2024-10-01,17,20,3,4,59,44,103,1817784
2024-10-02,28,21,6,6,68,61,129,3419473
2024-10-03,15,11,8,5,53,39,92,1545925
2024-10-04,17,14,5,2,62,38,100,3331109
2024-10-05,19,16,2,5,53,42,95,3025615
2024-10-06,19,10,7,1,47,37,84,1949498
2024-10-07,18,23,5,3,73,49,122,3656017
2024-10-08,18,12,8,3,69,41,110,3178274
2024-10-09,24,13,6,6,56,49,105,2617453
2024-10-10,19,25,5,3,65,52,117,3109942
2024-10-11,21,11,6,1,63,39,102,2984165
2024-10-12,24,13,6,5,68,48,116,3827130
2024-10-13,21,16,4,6,63,47,110,2513487
2024-10-14,15,16,3,1,55,35,90,2886094
2024-10-15,16,17,1,5,65,39,104,2766294
2024-10-16,17,9,6,2,56,34,90,1921088
2024-10-17,23,12,9,7,65,51,116,2283302
2024-10-18,15,20,7,4,65,46,111,3508131
2024-10-19,26,13,2,3,57,44,101,2203735
2024-10-20,20,20,5,5,53,50,103,2124415
2024-10-21,14,12,3,3,46,32,78,1604720
2024-10-22,18,12,5,9,51,44,95,2083152
2024-10-23,25,15,3,4,41,47,88,2693132
2024-10-24,23,19,2,5,56,49,105,2827709
2024-10-25,17,18,4,4,63,43,106,3354368
2024-10-26,31,8,9,6,47,54,101,2006622
2024-10-27,21,17,2,4,57,44,101,2636396
2024-10-28,13,14,3,0,48,30,78,2404850
2024-10-29,16,13,6,6,40,41,81,1174565
2024-10-30,16,17,2,6,56,41,97,1729241
2024-10-31,23,15,5,0,45,43,88,2004900
2024-11-01,21,15,8,2,63,46,109,2817869
2024-11-02,18,9,7,2,58,36,94,2899600
2024-11-03,14,18,4,4,67,40,107,3367583
2024-11-04,22,17,7,5,63,51,114,2806914
2024-11-05,21,17,5,7,67,50,117,2993785
2024-11-06,20,15,2,2,56,39,95,3479097
2024-11-07,27,21,3,2,59,53,112,2905463
2024-11-08,15,22,5,3,60,45,105,2508327
2024-11-09,22,11,5,5,59,43,102,3297389
2024-11-10,26,18,5,2,55,51,106,2405575
2024-11-11,17,11,4,6,61,38,99,2785000
2024-11-12,12,18,4,2,41,36,77,2269544
2024-11-13,17,14,8,5,49,44,93,2283493
2024-11-14,15,12,6,7,56,40,96,3047167
2024-11-15,13,15,5,3,58,36,94,2166475
2024-11-16,18,22,2,0,53,42,95,2349989
2024-11-17,25,15,2,4,43,46,89,1839233
2024-11-18,13,15,4,5,69,37,106,4152048
2024-11-19,18,10,7,5,49,40,89,1849160
2024-11-20,14,18,6,4,62,42,104,3952791
2024-11-21,22,25,5,0,49,52,101,2738499
2024-11-22,23,11,5,4,45,43,88,2008568
2024-11-23,9,19,3,3,43,34,77,1104004
2024-11-24,15,13,3,1,48,32,80,1696716
2024-11-25,14,12,4,9,48,39,87,2775574
2024-11-26,15,18,6,3,50,42,92,3035716
2024-11-27,13,14,2,4,53,33,86,3543280
2024-11-28,13,20,4,2,61,39,100,1657436
2024-11-29,11,9,2,1,41,23,64,1700516
2024-11-30,27,12,8,1,45,48,93,2451976
2024-12-01,11,12,3,0,40,26,66,1022395
2024-12-02,10,12,4,4,43,30,73,1489355
2024-12-03,16,10,2,3,28,31,59,1202954
2024-12-04,21,13,1,4,49,39,88,2536656
2024-12-05,18,18,5,4,56,45,101,4233295
2024-12-06,15,13,6,5,52,39,91,2169020
2024-12-07,13,14,4,2,58,33,91,3297215
2024-12-08,15,17,0,1,53,33,86,3435797
2024-12-09,19,17,6,3,39,45,84,2035820
2024-12-10,10,13,4,6,50,33,83,2953536
2024-12-11,21,14,6,5,50,46,96,2154506
2024-12-12,14,17,6,5,56,42,98,2201345
2024-12-13,17,18,2,3,54,40,94,3138135
2024-12-14,18,9,6,1,58,34,92,2912875
2024-12-15,15,15,8,1,43,39,82,2858875
2024-12-16,13,9,1,3,45,26,71,2057859
2024-12-17,18,13,3,3,38,37,75,1275408
2024-12-18,16,16,3,7,61,42,103,3247340
2024-12-19,21,11,2,6,50,40,90,2089721
2024-12-20,11,10,2,3,52,26,78,1688676
2024-12-21,20,13,3,1,48,37,85,2524075
2024-12-22,10,13,2,3,32,28,60,2627049
2024-12-23,9,9,6,3,30,27,57,1254028
2024-12-24,13,15,4,5,41,37,78,1513863
2024-12-25,16,16,6,9,40,47,87,2683873
2024-12-26,14,15,2,3,40,34,74,1424542
2024-12-27,19,9,2,2,43,32,75,1801563
2024-12-28,17,13,3,2,30,35,65,841591
2024-12-29,12,4,3,1,41,20,61,2558942
2024-12-30,19,18,6,5,43,48,91,1331684
2024-12-31,16,17,4,0,44,37,81,1863541
2025-01-01,16,13,2,2,46,33,79,2349615
2025-01-02,14,7,3,4,35,28,63,1547064
2025-01-03,16,9,6,3,44,34,78,2499540
2025-01-04,18,16,2,2,42,38,80,1855910
2025-01-05,11,7,3,1,41,22,63,1808459
2025-01-06,17,11,3,2,32,33,65,1158609
2025-01-07,10,14,3,4,40,31,71,2157756
2025-01-08,20,13,4,2,30,39,69,780578
2025-01-09,12,14,3,4,41,33,74,1903728
2025-01-10,13,12,5,1,40,31,71,2435156
2025-01-11,19,11,1,2,57,33,90,3395486
2025-01-12,15,10,3,6,53,34,87,3086428
2025-01-13,12,12,5,1,40,30,70,1889459
2025-01-14,11,11,8,4,31,34,65,1702220
2025-01-15,14,17,4,4,39,39,78,2264298
2025-01-16,21,11,3,4,51,39,90,2264738
2025-01-17,15,11,0,3,46,29,75,1861905
2025-01-18,13,8,4,4,40,29,69,2814238
2025-01-19,14,13,3,4,36,34,70,1394672
2025-01-20,18,9,2,5,53,34,87,1878684
2025-01-21,13,16,5,7,42,41,83,1794437
2025-01-22,14,9,2,0,49,25,74,3024946
2025-01-23,13,10,2,0,41,25,66,2306431
2025-01-24,17,16,1,4,38,38,76,2481850
